1617651543,7.35,4.75,8,1,0.65,-3.75,,0.65,3.75
1617651547,6.928571429,1.785714286,8,3,1.071428571,1.214285714,,1.071428571,1.214285714
1617651554,8.25,1.45,8,5,-0.25,3.55,,0.25,3.55
1617651555,8.25,1.45,8,5,-0.25,3.55,,0.25,3.55
1617651558,4.071428571,3.471428571,6,5,1.928571429,1.528571429,,1.928571429,1.528571429
1617651560,4.071428571,3.471428571,5,5,0.928571429,1.528571429,,0.928571429,1.528571429
1617651568,3.441860465,2.255813953,1,5,-2.441860465,2.744186047,,2.441860465,2.744186047
1617651573,3.972222222,1.930555556,1,2,-2.972222222,0.069444444,,2.972222222,0.069444444
1617651585,4.857142857,3.979591837,6,1,1.142857143,-2.979591837,,1.142857143,2.979591837
